dog_name,birth_year,gender,breed,zipcode
CLANCY,2010,M,Cavalier King Charles Spaniel,10013
SOPHIE,2009,F,Unknown,10016
FRED,2002,M,Welsh Terrier,11217
SHADOW,2014,M,Siberian Husky,11361
RUBY,2013,F,American Pit Bull Mix / Pit Bull Mix,10016
MO,2014,M,Labrador Retriever,11101
DAKOTA,2011,F,Labrador Retriever Crossbreed,10307
CARLY,2008,F,Havanese,10003
PENELOPE,2012,F,Shih Tzu,10009
CHARLES,2014,M,Cavalier King Charles Spaniel,10012
SYNAMIN,2006,F,American Pit Bull Terrier/Pit Bull,11221
MAX,2007,M,Unknown,10314
DOBBY,2010,M,Yorkshire Terrier,11223
RUSTY,2008,M,Miniature Pinscher,11375
CALLIE,2011,F,American Pit Bull Mix / Pit Bull Mix,10463
LEGO,2013,M,"Poodle, Toy",11368
LADY,2005,F,German Shorthaired Pointer,10009
BUTTERS,2013,M,Beagle,10467
TOBIAS,2003,M,Dachshund,10310
KENYA,2009,F,Maltese,11106
MIMI,2009,F,"Schnauzer, Miniature",11201
SILVIODANT,2006,M,Yorkshire Terrier,11235
MAEBEL,2007,F,Labrador Retriever Crossbreed,10011
MAX,2010,M,Rottweiler,10306
HERCULES,2012,M,Great Dane,10009
NALA,2012,F,American Pit Bull Mix / Pit Bull Mix,11358
BODHI,2011,M,Unknown,11101
BLUE,2012,F,Unknown,11375
ANZU,2007,M,Unknown,11215
THEO,2011,M,Shih Tzu,11234
NOLA,2013,F,Catahoula Leopard Dog,10016
FIEVEL,2011,M,Labrador Retriever Crossbreed,10003
ARKEDENS,2008,M,Tibetan Terrier,10025
MOLLY,2014,F,Poodle,10009
TYSON,2010,M,Shetland Sheepdog,10010
HEIMDALLR,2012,M,German Shepherd Dog,10314
TAZ,2009,M,Labrador Retriever,10025
TUCKER,2011,M,Labrador Retriever,10025
APHRODITE,2010,F,Yorkshire Terrier,10011
BARNABEE,2014,M,Boxer,11211
MOOSE,2013,M,Bloodhound,10012
JASPER,2008,M,Golden Retriever,11238
DJANGO,2002,F,Unknown,11238
JACK,2014,M,Rat Terrier,10009
MORGAN,2011,F,Chihuahua,10016
FLOUNDER,2010,M,Unknown,10011
LOLA,2011,F,Unknown,10011
MILO,2007,M,Labrador Retriever,10471
PABLO,2009,M,Miniature Pinscher,10033
POPPY,2007,F,Dachshund,10022
MILO,2012,M,Australian Cattle Dog,10034
HERSHEY,2013,M,Cocker Spaniel,10011
ED,2007,M,American Staffordshire Terrier,11215
MAGGIE,2014,F,Cocker Spaniel,10032
PRINCESA,2009,F,Unknown,11373
BLACE,2010,M,Bernese Mountain Dog,10451
SOSA,2012,M,American Pit Bull Mix / Pit Bull Mix,10314
GRACIE,2013,F,Field Spaniel,10465
MYLO,2004,M,Siberian Husky,11377
PRESA,2011,F,Unknown,10028
KIRA,2013,F,Maltese,10075
OSCAR,2007,M,"Bull Dog, French",10019
MAC,2010,M,"Collie, Border",10003
BALDWIN,2013,M,German Shepherd Crossbreed,11233
CHARLIE,2014,M,Boxer,10022
CHARLOTTE,2002,F,Australian Kelpie,10022
CUTIE,2012,F,Jack Russell Terrier,11106
METCALF,2011,M,American Staffordshire Terrier,10128
KAYA,2008,F,American Pit Bull Mix / Pit Bull Mix,10301
SAFFRON,2009,F,Unknown,10018
BEAT,2007,M,Labrador Retriever,11238
BRADLEY,2009,M,Parson Russell Terrier,10005
RINGO,2011,M,Beagle,11103
HENRY,2013,M,Labrador Retriever,10025
MIMI,2009,F,Boston Terrier,11225
ISABELLE,2013,F,Beagle,11104
CODY,2011,M,American Pit Bull Mix / Pit Bull Mix,10307
NALA,2014,F,Maltese,10022
ADALYN,2007,F,Unknown,10036
WATSON,2009,M,West High White Terrier,11237
SAMANTHA,2011,F,Yorkshire Terrier,10473
CHLOE,2005,F,Cocker Spaniel,10011
LUKE,2011,M,"Poodle, Standard",11234
KONA,2013,F,Labrador Retriever,11378
MAX,2013,M,Pug,11215
BOOBOO,2001,M,Cairn Terrier,10028
GEORGE,2012,M,Unknown,11217
SHANTY,2012,F,Poodle,11377
GIA,2012,F,Yorkshire Terrier,10029
LOLA,2013,F,Pug,11215
BENTLEY,2014,M,"Poodle, Miniature",11360
LYNUS,2004,M,Boston Terrier,11222
RIPLEY,2004,M,Yorkshire Terrier,10460
ROSIE,2010,F,Cotton De Tulear,10028
SASHA,2012,F,Australian Terrier,10024
HUNTER,2011,M,German Shepherd Crossbreed,10314
ZION,2014,M,Labrador Retriever,10022
OTTO,2007,M,Labrador Retriever,10022
LITTLEROCK,2003,M,Unknown,10022
ORION,2009,M,Shih Tzu,10024
NIGEL,2013,M,Miniature Schnauzer,11201
LOLA,2013,F,"Poodle, Standard",10128
ZILLA,2013,F,Chihuahua,10128
PEPPERMINT,2013,F,Shih Tzu,10011
BO,2014,M,Pomeranian,11211
PRINCESS,2014,F,American Pit Bull Mix / Pit Bull Mix,11207
ZOEY,2011,F,"Poodle, Miniature",10002
OKLY,2004,M,Brussels Griffon,10032
SNOW,2014,F,American Pit Bull Terrier/Pit Bull,10305
FRANCESCA,2012,F,"Mastiff, Old English",11219
LA-NE-NA,2012,F,Chihuahua,10314
BRISKET,2008,M,Maltese,10012
LAH-LAH,2010,F,Labrador Retriever,10034
LOVITA,2005,F,Maltese,10021
KYUUBI,2011,M,Siberian Husky,10013
TILLY,2008,F,Brussels Griffon,10032
COOPER,2012,M,"Dachshund, Long Haired",10013
ANGUS,2002,M,Sealyham Terrier,11697
SHADOW,2012,M,Labrador Retriever,10033
MR,2010,M,American Pit Bull Terrier/Pit Bull,10305
COTTON,2013,M,Maltese,11355
PRINCESS,2005,F,Maltese,11360
BEDELIA,2014,F,American Pit Bull Terrier/Pit Bull,10309
PRINCESS,2001,F,Silky Terrier,11212
SCARLET,2011,F,Unknown,11369
GUS,2013,M,Beagle Crossbreed,11222
SCOOBY,2014,M,American Pit Bull Terrier/Pit Bull,10459
DOTTIE,2014,F,French Bulldog,11221
BLUE,2013,M,American Pit Bull Terrier/Pit Bull,10458
HEINRICH,2012,M,Golden Retriever,10009
ELVIS,2011,M,Chihuahua,10036
BROOKLYN,2008,M,German Shepherd Dog,10314
BAXTER,2010,M,Boston Terrier,11211
DAISY,2013,F,Old English Sheepdog,11215
JULIUS,2007,M,Beagle,10075
MILES,2011,M,Unknown,10303
BORIS,2010,M,Unknown,11214
JORGE,2007,M,Unknown,11370
MAYA,2013,F,Siberian Husky,10305
BUSTER,2008,M,Miniature Pinscher,10472
CORNELIUS,2013,M,German Shepherd Dog,11372
NALA,2008,F,Rottweiler,10472
BELLA,2010,F,American Pit Bull Terrier/Pit Bull,11358
STELLA,2013,F,"Bull Dog, English",11216
SCOOBY,2012,M,"Schnauzer, Miniature",10001
ASPEN,2013,F,Miniature Schnauzer,10036
SHADOW,2014,M,Bulldog,10036
KARMA,2009,F,Weimaraner,10016
DARCY,2007,F,Unknown,11209
MAXIMUS,2010,M,"Bull Dog, French",10012
GRIFFIN,2012,M,Shih Tzu,10305
DARLA,2012,F,Shih Tzu,10305
ERNIE,2008,M,Lhasa Apso,11222
OAKLEY,2010,F,Labrador Retriever,10301
HARLEY,2009,M,Weimaraner,10016
HERMAN,2011,M,Havanese,10013
BLUE,2014,M,Beagle,10465
LUCY,2009,F,Unknown,11217
SASHA,2004,F,Pomeranian,11104
PENNY,2005,F,Yorkshire Terrier,10024
WHIDBEY,2011,F,Labrador Retriever Crossbreed,10026
FINLEY,2011,M,Collie Crossbreed,10023
SCOOTER,2002,M,Tibetan Spaniel,10280
KAISER,2010,M,German Shepherd Dog,11358
ROCKY,2010,M,Yorkshire Terrier,11379
FLASH,2007,M,"Poodle, Miniature",11224
ANELA,2006,F,Labrador Retriever,10011
BELLE,2014,F,German Shepherd Crossbreed,11224
KITKAT,2013,F,Dachshund Smooth Coat,10038
REX,2008,M,Unknown,10025
ANNIE,2000,F,Unknown,10024
RILEY,2008,M,Whippet,11215
SASSY,2011,F,Miniature Pinscher,10029
KINGSLEY,2012,M,Labrador Retriever,11214
CHESSIE,2006,F,"Pointer, German Shorthaired",10023
YODA,2011,M,Unknown,11217
BUBBA,2013,M,"Bull Dog, English",10040
JOJO,2006,M,Chihuahua,10002
MURPHY,2012,M,Poodle,10011
PUCCINI,2007,M,Yorkshire Terrier,10280
HERCULES,2004,M,Pug,11357
REESES,2013,F,Chihuahua,10038
LOKI,2014,M,Nova Scotia Duck Tolling Retriever,10021
AZABACHE,2007,F,Poodle,10468
DESI,2013,M,Chihuahua,11105
LOLA,2009,F,American Pit Bull Mix / Pit Bull Mix,11231
CHELSEA,2014,F,Shiba Inu,10469
COOKIE,2011,F,Shih Tzu,10010
CHASE,2013,M,Shih Tzu,10039
LOLA,2006,F,Labrador Retriever,11217
LUNA,2004,F,Chihuahua,10011
CHEWY,2014,M,Shih Tzu,11694
BARCLAY,2014,M,Plott,10021
CHASE,2008,M,Labrador Retriever,11691
SHULA,2014,F,German Shepherd Dog,11209
PAX,2005,M,Labrador Retriever,10004
GRACE,2011,F,Shiba Inu,10001
HUSOS,2013,M,"Bull Dog, English",11201
SOFIE,2012,F,Chihuahua,10065
LYNKS,2008,M,German Shepherd Dog,10475
ROCKY,2011,M,Maltese,10466
BOO,2011,M,Shih Tzu,10459
ALLIE,2011,F,Wheaton Terrier,10065
ABBY,2009,F,"Poodle, Standard",11215
SPARKY,2001,M,German Shepherd Crossbreed,10302
DAISY,2004,F,Pomeranian,11222
ZORA,2009,F,Labrador Retriever,10128
SLINKY,2009,M,"Dachshund, Long Haired",11004
BONNILYN,2008,F,Beagle,11375
BISCUIT,2003,M,Jack Russell Terrier,10312
OSCAR,2011,M,Labrador Retriever Crossbreed,11201
MAGGIE,2010,F,Australian Shepherd,10312
BUCKS,2010,M,Bichon Frise,10303
PEGGY,2007,F,Unknown,10023
JAXSON,2014,M,"Bull Dog, English",11416
TOBIAS,2013,M,Chihuahua,10027
BAILEY,2007,F,Beagle,11367
HARPER,2012,F,Border Collie,10027
MAX,2010,M,Cocker Spaniel,11369
ARIEL,2003,F,Dalmatian,11360
HAZEL,2005,F,Boston Terrier,11693
AVA,2013,F,Unknown,11210
BRONSON,2010,M,Australian Shepherd,10312
SOPHIE,2011,F,Shiba Inu,10465
TYSON,2013,M,"Bull Dog, English",11221
MUFFIN,2013,M,"Collie, Rough Coat",10463
RAYNA,2013,F,"Bull Dog, French",10464
SHORTY,2006,M,Maltese,10023
KENZI,2010,F,"Schnauzer, Miniature",11420
STELLA,2014,F,Rottweiler,10302
MADISON,2013,F,Cavalier King Charles Spaniel,10005
MAX,2004,M,Shiba Inu,10469
TALULLAH,2001,F,Wire Fox Terrier,10128
SASHA,2014,F,Labrador Retriever,10469
ROMEO,2000,M,Shih Tzu,11212
GUS,2010,M,Boston Terrier,10310
YOGI,2005,M,Pomeranian,10463
LUCY,2007,F,Unknown,11218
MATTINGLY,2003,F,Unknown,10463
CHARLIE,2014,M,"Poodle, Miniature",11235
SADIE,2010,F,Unknown,10024
MISSY,2009,F,Border Collie,10019
TESSY,2011,F,Pug,11201
OTIS,2005,M,"Dachshund, Long Haired Miniature",11201
JERRY,2012,M,Lancashire Heeler,11205
PEANUT,2014,M,Chihuahua,11201
ELLA,2010,F,"Dachshund, Long Haired Miniature",11201
EVA,2012,F,"Poodle, Miniature",11109
ROCKY,2007,M,American Eskimo dog,10003
SAILOR,2011,M,Unknown,11362
OSCAR,2013,M,Wheaton Terrier,11238
SUSIE,2007,F,Shih Tzu,10024
ACCURA,2012,F,Unknown,10010
PEPPER,2000,M,Dachshund Smooth Coat,10019
KEVIN,2014,M,French Bulldog,11206
STELLA,2012,F,American Pit Bull Mix / Pit Bull Mix,10011
LUCY,2004,F,Unknown,10040
ANNIE,2011,F,Beagle Crossbreed,10075
PETUNIA,2011,F,Boxer,10033
BOODA,2012,M,Unknown,10040
COCO,2011,F,Cotton De Tulear,11235
DIZZY,2012,M,Pointer,10024
STANLEY,2008,M,Golden Retriever,10022
SIMON,2000,M,Maltese,10462
NEKO,2008,F,Unknown,10065
SUGAR,2008,F,Pekingese,11101
OZZY,2008,M,Golden Retriever,11106
OLIVER,2009,M,Cavalier King Charles Spaniel,10075
TUCKER,2005,M,"Bull Dog, English",10001
LEO,2011,M,Rhodesian Ridgeback,11231
CHARLEY,2011,M,Cocker Spaniel,11207
LUCA,2009,M,Maltese,10028
BLUE,2013,M,Rottweiler,10002
BLYTHE,2012,F,Schipperke,11106
SOPHIA,2003,F,Unknown,10024
BELLA,2009,F,Maltese,10467
TYAPA,2004,M,Yorkshire Terrier,11220
TEXACO,2013,M,Labrador Retriever,11201
DOLCE,2008,F,"Dachshund, Wirehaired, Miniature",10023
MIA,2006,F,Unknown,10025
APOLLO,2014,M,American Pit Bull Terrier/Pit Bull,11420
BENTLEY,2012,M,American Pit Bull Terrier/Pit Bull,10027
SAIYA,2008,F,Shih Tzu,10312
ELLA,2011,F,Border Collie,11104
HAZEL,2013,F,Bull Terrier,10014
CHARLIE,2012,F,Shih Tzu,10014
REX,2013,M,German Shepherd Dog,11223
BILLY,2014,M,Australian Cattledog,10312
AUGUSTUS,2011,M,American Pit Bull Terrier/Pit Bull,10026
PUMPKIN,2009,F,American Pit Bull Terrier/Pit Bull,10026
MAHALO,2009,F,French Bulldog,11373
BEAR,2014,M,German Shepherd Dog,11222
CHOCOLATE,2001,F,"Dachshund, Long Haired Miniature",10019
KELLY,2010,F,Labrador Retriever Crossbreed,11367
TUCKER,2011,M,Pug,11102
CEE-CEE,2000,F,Cane Corso,10462
DASH,2011,M,Cavalier King Charles Spaniel,11228
HANNAH,2006,F,Unknown,11209
APACHE,2013,M,Unknown,10003
COCO,2014,M,Cocker Spaniel,11377
OBI,2010,M,Unknown,11221
RUFUS,2013,M,Unknown,11102
GUINNESS,2014,M,Labrador Retriever,11217
LEXI,2010,F,Labrador Retriever,11375
HANDSOME,2012,M,"Bull Dog, English",10302
NEVYN,2012,M,Wheaton Terrier,10301
BAXTER,2012,M,"Schnauzer, Miniature",10010
MADIGAN,2011,F,Havanese,10010
SEYMOUR,2014,M,"Schnauzer, Miniature",10024
LUCKY,2008,M,Maltese,11229
TCC,2007,M,Golden Retriever,11364
BLANCA,2007,F,Golden Retriever,11372
BENTLEY,2002,M,Shih Tzu,10011
YELDA,2010,F,"Poodle, Miniature",11375
MORICA,2008,F,Siberian Husky,10472
MOLLIE,2004,F,German Shepherd Crossbreed,10002
NOLA,2012,F,Unknown,10023
HENDRICKS,2007,M,Shetland Sheepdog,10011
BROWNIE,2010,M,Chihuahua,10454
MARIO,2010,M,Boston Terrier,11217
GUCCI,2013,M,Yorkshire Terrier,10467
MAX,2002,M,Lhasa Apso,10019
DIGBY,2002,M,Dachshund,10009
PEANUT,2011,M,"Poodle, Miniature",10005
BUSTER,2010,M,"Bull Dog, French",11238
MAYA,2009,F,Unknown,11209
PENELOPE,2011,F,Unknown,10031
GRENDEL,2011,F,Cane Corso,10031
MOLLY,2009,F,"Bull Dog, English",10075
STAVI,2013,M,"Poodle, Toy",10016
BRUNO,2011,M,"Poodle, Miniature",10471
RANGER,2011,M,Beagle Crossbreed,10016
BUNNI,2011,F,Shih Tzu,10005
JACOB,2005,M,Unknown,11238
MOMO,2009,F,Beagle,28677
BELLA,2013,F,Yorkshire Terrier,11434
TUCKER,2010,M,West High White Terrier,10023
MARTHA,2001,F,Unknown,10009
MOLLY,2010,F,Shih Tzu,10457
TEDDY,2010,M,Cairn Terrier,11222
LILLY,2012,F,Lhasa Apso,10065
WOLFGANG,2011,M,Shih Tzu,10310
REBEL,2000,M,Labrador Retriever,10024
OMAR,2012,M,Cavalier King Charles Spaniel,11205
HOLLY,2014,F,Golden Retriever,11229
KATO,2014,M,Boxer,11378
LOLA,2007,F,Golden Retriever,11222
SASSY,2008,F,Unknown,10029
ELVIS,2009,M,Beagle,11209
ROSCO,2005,M,Labrador Retriever,10314
BACI,2003,F,Labrador Retriever,11694
MAXINE,2012,F,Unknown,11221
LINDA,2012,F,American Pit Bull Terrier/Pit Bull,11249
KELLY,2013,F,Maltese,10452
AUDREY,2012,F,Unknown,10025
THE,2013,M,Pekingese,10025
STEWIE,2009,M,Russell Terrier,10021
ACE,2011,M,Unknown,11228
MOJA,2006,F,Shih Tzu,10019
RAVEN,2007,F,Pug,10012
BELA,2003,F,Labrador Retriever,10028
TUCKER,2011,M,Maltese,10003
JOHNNIE,2004,M,Labrador Retriever,10024
JAX,2013,M,Yorkshire Terrier,11375
ARYTON,2014,M,Labrador Retriever Crossbreed,11249
BEN,2011,M,Chihuahua,11201
SHELBY,2009,F,Cavalier King Charles Spaniel,10024
MBILI,2006,F,Shih Tzu,10019
GRIFFEN,2005,M,"Bull Dog, French",11103
FOXY,2008,F,Pomeranian,11426
MCDUFF,2014,M,West Highland White Terrier,11233
RUMI,2014,M,Labrador Retriever Crossbreed,11222
DOJO,2014,M,Chihuahua,11426
ZOLA,2012,F,Unknown,10022
ROXY,2007,F,Labradoodle,10010
BELLA,2010,F,German Shepherd Dog,11375
ZIMMY,2006,M,Havanese,10463
SHANE,2003,M,Golden Retriever,10022
BALDRICK,2002,M,Beagle,11238
SAMMIE,2005,M,Cavalier King Charles Spaniel,10021
BABETTE,2014,F,Labrador Retriever,11215
LOVEY,2010,F,Beagle,11429
MAX,2012,M,Norwich Terrier,10016
LOLA,2013,F,American Pit Bull Terrier/Pit Bull,11223
BODHI,2009,M,Shiba Inu,10065
PENELOPE,2013,F,Yorkshire Terrier,11434
LEROY,2011,M,Unknown,11218
LOLA,2011,F,Yorkshire Terrier,11385
JARVIS,2011,M,Unknown,10014
CASSIUS,2008,M,Doberman Pinscher,10025
BINDI,2005,F,Unknown,10009
COSMO,2014,M,Bichon Frise,11211
CHEWY,2004,M,Cavalier King Charles Spaniel,11221
DUSTY,2011,F,Border Terrier,11232
PEDRO,2008,M,Jack Russell Terrier,10461
BUDDY,2008,M,Dachshund,11222
BRUTUS,2005,M,Golden Retriever,10023
SHUGA,2011,F,Unknown,11221
BAO,2010,M,Dachshund,11222
LOLA,2010,F,Beagle,10014
MATTIE,2014,M,Beagle,11211
POKY,2006,M,Unknown,11209
IVANA,2012,F,Shih Tzu,11206
NINI,2014,F,Labrador Retriever Crossbreed,10009
MR,2014,M,"Shar-Pei, Chinese",11208
SADIE,2013,F,Tibetan Spaniel,10024
EMILY,2014,F,German Shepherd Crossbreed,11201
MISCHA,2013,F,Beagle,11231
ANGEL,2006,M,"Welsh Corgi, Cardigan",11207
OLLIE,2013,M,Chinese Crested,11106
GABRIELLI,2000,F,Labrador Retriever,10128
HENRY,2010,M,Unknown,10016
LILLY,2008,F,Unknown,10009
PETIE,2008,M,Unknown,10024
CHAPMAN,2014,M,Australian Cattle Dog,11207
SONNY,2009,M,Shih Tzu,11228
FLOWER,2004,F,Pomeranian,11234
JACK,2004,M,German Shepherd Crossbreed,10128
MAGGIE,2011,F,Tibetan Terrier,10011
WILLIE,2000,M,"Dachshund, Long Haired Miniature",10013
PEGGY,2008,F,Puggle,10026
CASEY,2010,M,Cavalier King Charles Spaniel,10011
DEBO,2011,M,American Pit Bull Terrier/Pit Bull,10464
LILY,2010,F,Shih Tzu,11378
OLIVIA,2008,F,Unknown,10031
STELLA,2010,F,Unknown,10009
ROONEY,2010,M,Maltese,11378
KIPPER,2006,M,Chihuahua,11369
DESTINY,2014,F,Labrador Retriever,10301
MILLIE,2011,F,Jack Russell Terrier,11217
AJAX,2014,M,Boxer,11211
MERLIN,2011,M,Pomeranian,10044
PAUDY,2006,M,Labrador Retriever,11378
MAXIE,2001,F,Unknown,10039
PUKA,2007,F,Unknown,10034
HYDE,2009,M,Yorkshire Terrier,10128
DANGER,2009,M,Yorkshire Terrier,10462
SYDNEY,2014,F,Labrador Retriever Crossbreed,11238
PUPPER,2011,M,Maltese,10027
ANGEL,2008,F,American Pit Bull Terrier/Pit Bull,11201
EMMA,2012,F,Jack Russell Terrier,11209
GIGI,2003,F,Dachshund Smooth Coat Miniature,10023
JESSIE,2005,F,Basenji,11234
BROWNIE,2014,F,Labrador Retriever Crossbreed,10459
DAVOS,2010,M,Poodle,11209
BREEZY,2014,F,German Shepherd Dog,11210
BEO,2014,M,Shetland Sheepdog,10010
BEAU,2011,M,Chihuahua,11235
HANS,2014,M,Golden Retriever,11229
POTATO,2013,F,"Bull Dog, French",10036
QUINCY,2012,M,"Coonhound, Treeing Walker",11216
NAPOLEON,2007,M,"Bull Dog, French",11231
WENDY,2014,F,Bassett Hound,11697
ARLO,2013,M,Bassett Hound,11211
CHUEY,2012,M,Labradoodle,10026
LYLA,2012,F,Vizsla,11215
SIRE,2005,M,Chihuahua,10028
HOWIE,2007,M,Bichon Frise,11101
COCO,2010,F,Jack Russell Terrier,11237
SASHA,2011,F,Maltese,11102
LILLY,2008,F,Unknown,10023
SPIKE,2011,M,"Collie, Border",10009
CHEWY,2013,M,Shih Tzu,11375
SCRUFFY,2006,M,Chihuahua,11236
LAZIE,2014,F,Labrador Retriever Crossbreed,11226
YOSHI,2012,M,"Poodle, Toy",11373
PEACHES,2008,F,Poodle,10471
BOOMER,2011,F,Beagle Crossbreed,10025
LUCY,2008,F,Wheaton Terrier,10003
CHLOE,2010,F,"Bull Dog, French",10036
REX,2014,M,Havanese,10312
RUPERT,2013,M,Shih Tzu,10021
ROWAN,2012,F,American Pit Bull Terrier/Pit Bull,11216
SASHA,2014,F,American Pit Bull Terrier/Pit Bull,10461
CHARLEY,2014,M,Cocker Spaniel,10011
SIX,2009,F,"Schnauzer, Miniature",11206
TIA,2001,F,Siberian Husky,11215
RUDY,2007,M,Cairn Terrier,10023
MOLLY,2010,F,Unknown,10025
NORMAN,2012,M,Beagle,10007
KOYUKI,2014,F,Labrador Retriever,11211
OLLIE,2013,M,Australian Shepherd,11211
PIRULINA,2005,F,Labrador Retriever Crossbreed,10012
EMELIA,2013,F,Tibetan Spaniel,11231
CHRISTOPHER,2006,M,Rat Terrier,11222
BAILEY,2005,F,Labrador Retriever,11366
CHARLIE,2007,F,Unknown,10128
CLYDE,2010,M,Unknown,11238
MILES,2005,M,Labrador Retriever,11231
PUPPY,2005,M,Havanese,10034
JONES,2011,M,Jack Russell Terrier,10040
SHELBY,2013,F,Rat Terrier,10036
SWEETP,2009,F,Rat Terrier,11238
SOONI,2006,F,Cocker Spaniel,11358
BANDIT,2011,F,Australian Cattledog,10026
TWYLA,2007,F,Chinese Crested,11375
CHARLIE,2009,M,Unknown,10280
MADDIE,2006,F,Cavalier King Charles Spaniel,10023
GUNTHER,2000,M,Unknown,10036
TOBY,2011,M,Shih Tzu,11233
SAM,2008,M,Unknown,10013
MOLLY,2005,F,Unknown,10024
BELLA,2009,F,Labrador Retriever,10007
KALI,2011,F,Unknown,11109
LUKA,2009,M,Samoyed,11228
TENNESSEE,2008,M,Unknown,10009
GEORGE,2005,M,Boston Terrier,10028
ZOSYA,2010,F,Dachshund Smooth Coat Miniature,11209
BUDDY,2013,M,Italian Greyhound,11201
TATE,2008,F,Whippet,10024
HANNAH,2007,F,Unknown,10036
LUCAS,2011,M,Golden Retriever,10463
COCO,2010,F,Yorkshire Terrier,11222
RA,2014,M,American Pit Bull Terrier/Pit Bull,11385
LILY,2007,F,Yorkshire Terrier,10009
ALBERT,2008,M,"Bull Dog, French",10014
INDIGO,2010,F,American Staffordshire Terrier,10301
SAM,2007,M,Bassett Hound,10028
MILANA,2005,F,Italian Greyhound,10065
PACKY,2008,M,Boxer,10466
SAMMY,2013,M,Australian Silky Terrier,10303
KINGSTON,2011,M,Unknown,10039
MOSBY,2009,M,"Schnauzer, Miniature",10027
RUBY,2005,F,Jack Russell Terrier,10022
KELTIE,2000,F,Cavalier King Charles Spaniel,10021
JULIEBETTY,2001,F,Unknown,10025
REBA,2004,F,Australian Shepherd,10125
ROSCOE,2005,M,Unknown,10024
BIGGIE,2010,M,Pug,10024
BAXTER,2011,M,Unknown,10021
JOPHIEL,2007,M,"Poodle, Toy",11004
MIKHAIL,2007,M,Pomeranian,11004
DALI,2012,M,Boston Terrier,10025
OSCAR,2012,M,Havanese,10453
HAZEL,2011,F,American Pit Bull Terrier/Pit Bull,11434
SASHA,2013,F,Border Collie,10014
DEACON,2013,M,Maltese,10028
BUSTER,2009,M,Unknown,10307
ROBESPIERRE,2003,M,Cavalier King Charles Spaniel,10038
OLIEBOL,2008,F,Vizsla,11211
PEPPER,2003,M,Pomeranian,11102
STELLA,2008,F,Labrador Retriever,10009
HARVEY,2006,M,Unknown,10024
SIMBA,2009,M,Pekingese,10314
NACHO,2001,M,Unknown,10303
LITTLE,2010,M,Unknown,11432
INGA,2006,F,Unknown,11362
ROCKY,2006,M,"Bull Dog, English",11220
TINKERBELL,2008,F,Unknown,11432
MAX,2006,M,Cavalier King Charles Spaniel,11104
COCO,2006,F,Unknown,11418
BEANS,2007,M,Chihuahua,10451
JACK,2010,M,Unknown,10004
LEXI,2013,F,Maltese,10027
BEAR,2011,M,Unknown,10023
YOYO,2003,M,"Bull Dog, English",11229
CODY,2001,M,Unknown,11215
LULU,2008,F,Labrador Retriever Crossbreed,11375
CONAN,2012,M,Wheaton Terrier,10312
PEDRITO,2004,M,Yorkshire Terrier,10471
BELLE,2000,F,Unknown,11426
MERRY,2006,F,Labrador Retriever,11209
MARLEY,2006,F,Australian Cattle Dog,10033
SEVEN,2007,F,Rhodesian Ridgeback,11232
HANNAH,2007,F,Boxer,10038
BRAILEE,2010,F,Boxer,10003
HOPE,2012,F,Labrador Retriever Crossbreed,11222
ROCKY,2011,M,Pekingese,11237
KIMA,2011,F,"Schnauzer, Standard",11217
EMMA,2011,F,"Poodle, Miniature",10302
PELUCHE,2008,M,"Poodle, Standard",10027
SAMPSON,2009,M,"Bull Dog, French",11214
BENJI,2001,M,"Poodle, Toy",11211
BONNIEBELLE,2007,F,Great Dane,11205
MR.,2010,M,Maltese,11370
ARBY,2007,M,German Shepherd Dog,11101
MILES,2006,M,Golden Retriever,10038
LUCKY,2012,M,Yorkshire Terrier,11385
PIPPA,2011,F,Bull Terrier,10023
COCO,2014,F,Beagle,11354
BELLA,2009,F,Labrador Retriever Crossbreed,11230
WADADLI,2008,M,"Bull Dog, French",10075
THEODORE,2013,M,Shih Tzu,10019
JETT,2011,F,Labrador Retriever,11249
BETTY,2009,F,Unknown,10025
STARSKY,2013,M,Unknown,11361
LACY,2013,F,Unknown,11378
HARRY,2012,M,German Shepherd Dog,11201
SAMMY,2009,F,Cavalier King Charles Spaniel,10021
JETHRO,2010,M,"Bull Dog, English",11435
OTTO,2012,M,"Bull Dog, English",11216
CHARLIE,2014,M,Dachshund Smooth Coat Miniature,10002
KEKE,2007,F,Unknown,11412
BARRETT,2012,M,Portuguese Water Dog,11211
LILY,2009,F,Cavalier King Charles Spaniel,10128
WATTS,2009,M,Havanese,10012
MAYA,2008,F,Siberian Husky,11223
M,2012,F,Maltese,11213
MAJOR,2012,M,Labrador Retriever,11378
GUNTER,2013,M,Collie,10302
KOOPA,2014,M,Poodle,10036
MCCHIPS,2004,F,Unknown,11427
OZZIE,2008,M,German Shepherd Dog,11201
SKYLER,2011,M,Italian Greyhound,10019
HUTCH,2013,M,Unknown,11361
IGUAZU,2011,M,English Cocker Spaniel,10025
BREES,2009,M,Pomeranian,11249
XIAO-QI,2010,M,Siberian Husky,11355
LILY,2009,F,Terrier,10035
ZOEY,2011,F,Siberian Husky,10282
MOLLY,2013,F,Beagle,11201
SCOUT,2010,F,Labrador Retriever,11206
EVELYN,2011,F,Labrador Retriever Crossbreed,10009
BAGHEERA,2002,M,Unknown,11412
GUS,2013,M,"Bull Dog, French",10007
MIKE,2010,F,Labrador Retriever,10023
SCOOBY,2001,M,Unknown,10023
